n,r,m
"(:Node:ISTILAH_UMUM_RITUAL {AKRAB_DENGAN: [penghadang], MENYERAHKAN: [beban, hak dan berbagai milik yang dulunya ada pada mendiang, tanggung jawab], MENGALAMI: [perubahan wujud], DITERIMA_SEBAGAI: [warga baru dalam pergaulan alam roh], BERUBAH_DARI_SUKSMA_SARIRA_MENJADI: [tanpa berbadan sama sekali atau atma tattwatma], MEMPEROLEH_DARI: [pendeta], DIBERI: [ampun], MEMPEROLEH: [ayaban upakara diuskamaligi yang bermakna penyucian, kemantapan, kesucian, ketenangan, situasi demikian di alam lain], name: mendiang, MEMEGANG: [jabatan], MEMILIKI: [ikatan erat dengan masyarakat, pertalian intim dengan soal duniawi material, cucu-cucu, keponakan], id: mendiang, DIANGGAP_SEBAGAI: [seseorang yang masih hidup]})","[:MEMPEROLEH {raw_relation: MEMPEROLEH, sentence_id: 2762, confidence: MED}]","(:Node:KONSEP_FILOSOFIS {LAINNYA: [jalan yang harus ditempuh], name: upanisad, id: upanisad})"
"(:Node:ISTILAH_UMUM_RITUAL {AKRAB_DENGAN: [penghadang], MENYERAHKAN: [beban, hak dan berbagai milik yang dulunya ada pada mendiang, tanggung jawab], MENGALAMI: [perubahan wujud], DITERIMA_SEBAGAI: [warga baru dalam pergaulan alam roh], BERUBAH_DARI_SUKSMA_SARIRA_MENJADI: [tanpa berbadan sama sekali atau atma tattwatma], MEMPEROLEH_DARI: [pendeta], DIBERI: [ampun], MEMPEROLEH: [ayaban upakara diuskamaligi yang bermakna penyucian, kemantapan, kesucian, ketenangan, situasi demikian di alam lain], name: mendiang, MEMEGANG: [jabatan], MEMILIKI: [ikatan erat dengan masyarakat, pertalian intim dengan soal duniawi material, cucu-cucu, keponakan], id: mendiang, DIANGGAP_SEBAGAI: [seseorang yang masih hidup]})","[:BERPERAN_SEBAGAI {raw_relation: BERPERAN_SEBAGAI, sentence_id: 2812, confidence: HIGH}]","(:Node:KONSEP_FILOSOFIS {MEWUJUDKAN: [bayangan diri dalam air ening], aliases: [atma pitara, pitra dalam ngangsen, pitra mendiang], MENINGKAT_KEDUDUKAN_MENJADI: [bhatara atau bhatari sejak selesainya patileman], DIBUATKAN: [perlambang yang disebut sekah kangsen], MENYAKSIKAN: [anak cucunya melakukan upacara manusa yadnya tersebut], BARU_LEPAS_PERTALIAN_DENGAN: [stulasarira nya], MENERIMA: [dua buah daksina tapakan dibuat untuknya], DAPAT_MEMASUKI: [alam bwah loka tumpuan menuju alam swah loka], MENGELUPASI: [suksmasarira yang merupakan kulit dirinya], name: pitra, definition: atma yang masih bersuksmasarira, id: pitra, MEMAKAI: [wujud tersebut selaku pralingga perlambang diri yang dihuni]})"
"(:Node:ISTILAH_UMUM_RITUAL {AKRAB_DENGAN: [penghadang], MENYERAHKAN: [beban, hak dan berbagai milik yang dulunya ada pada mendiang, tanggung jawab], MENGALAMI: [perubahan wujud], DITERIMA_SEBAGAI: [warga baru dalam pergaulan alam roh], BERUBAH_DARI_SUKSMA_SARIRA_MENJADI: [tanpa berbadan sama sekali atau atma tattwatma], MEMPEROLEH_DARI: [pendeta], DIBERI: [ampun], MEMPEROLEH: [ayaban upakara diuskamaligi yang bermakna penyucian, kemantapan, kesucian, ketenangan, situasi demikian di alam lain], name: mendiang, MEMEGANG: [jabatan], MEMILIKI: [ikatan erat dengan masyarakat, pertalian intim dengan soal duniawi material, cucu-cucu, keponakan], id: mendiang, DIANGGAP_SEBAGAI: [seseorang yang masih hidup]})","[:MENYERAHKAN {raw_relation: MENYERAHKAN, sentence_id: 1783, confidence: MED}]","(:Node:KONSEP_HUKUM_ADAT {BERTUJUAN_UNTUK: [mamari-suddha ( menyucikan ) dunia ini], name: swadharma, id: swadharma})"
"(:Node:ISTILAH_UMUM_RITUAL {AKRAB_DENGAN: [penghadang], MENYERAHKAN: [beban, hak dan berbagai milik yang dulunya ada pada mendiang, tanggung jawab], MENGALAMI: [perubahan wujud], DITERIMA_SEBAGAI: [warga baru dalam pergaulan alam roh], BERUBAH_DARI_SUKSMA_SARIRA_MENJADI: [tanpa berbadan sama sekali atau atma tattwatma], MEMPEROLEH_DARI: [pendeta], DIBERI: [ampun], MEMPEROLEH: [ayaban upakara diuskamaligi yang bermakna penyucian, kemantapan, kesucian, ketenangan, situasi demikian di alam lain], name: mendiang, MEMEGANG: [jabatan], MEMILIKI: [ikatan erat dengan masyarakat, pertalian intim dengan soal duniawi material, cucu-cucu, keponakan], id: mendiang, DIANGGAP_SEBAGAI: [seseorang yang masih hidup]})","[:LAHIR_DALAM_WUJUD {raw_relation: LAHIR_DALAM_WUJUD, sentence_id: 2752, confidence: MED}]","(:Node:SARANA_RITUAL {aliases: [mendiang dalam wujud sekah], DIALASI: [meja rendah], name: sekah, DIAJAK_BERKOMUNIKASI_OLEH: [keluarga], DIMASUKKAN_MELALUI: [pintu belakang], id: sekah, MEMBELAKANGI: [pendeta]})"
"(:Node:ISTILAH_UMUM_RITUAL {AKRAB_DENGAN: [penghadang], MENYERAHKAN: [beban, hak dan berbagai milik yang dulunya ada pada mendiang, tanggung jawab], MENGALAMI: [perubahan wujud], DITERIMA_SEBAGAI: [warga baru dalam pergaulan alam roh], BERUBAH_DARI_SUKSMA_SARIRA_MENJADI: [tanpa berbadan sama sekali atau atma tattwatma], MEMPEROLEH_DARI: [pendeta], DIBERI: [ampun], MEMPEROLEH: [ayaban upakara diuskamaligi yang bermakna penyucian, kemantapan, kesucian, ketenangan, situasi demikian di alam lain], name: mendiang, MEMEGANG: [jabatan], MEMILIKI: [ikatan erat dengan masyarakat, pertalian intim dengan soal duniawi material, cucu-cucu, keponakan], id: mendiang, DIANGGAP_SEBAGAI: [seseorang yang masih hidup]})","[:BERPAMITAN_KEPADA {raw_relation: BERPAMITAN_KEPADA, sentence_id: 1523, confidence: MED}]","(:Node:ENTITAS_KEAGAMAAN {name: hyang prajapati, id: hyang_prajapati})"
"(:Node:ISTILAH_UMUM_RITUAL {AKRAB_DENGAN: [penghadang], MENYERAHKAN: [beban, hak dan berbagai milik yang dulunya ada pada mendiang, tanggung jawab], MENGALAMI: [perubahan wujud], DITERIMA_SEBAGAI: [warga baru dalam pergaulan alam roh], BERUBAH_DARI_SUKSMA_SARIRA_MENJADI: [tanpa berbadan sama sekali atau atma tattwatma], MEMPEROLEH_DARI: [pendeta], DIBERI: [ampun], MEMPEROLEH: [ayaban upakara diuskamaligi yang bermakna penyucian, kemantapan, kesucian, ketenangan, situasi demikian di alam lain], name: mendiang, MEMEGANG: [jabatan], MEMILIKI: [ikatan erat dengan masyarakat, pertalian intim dengan soal duniawi material, cucu-cucu, keponakan], id: mendiang, DIANGGAP_SEBAGAI: [seseorang yang masih hidup]})","[:BERPAMITAN_KEPADA {raw_relation: BERPAMITAN_KEPADA, sentence_id: 1523, confidence: MED}]","(:Node:BANGUNAN_RITUAL {name: pura dalem, id: pura_dalem})"
"(:Node:ISTILAH_UMUM_RITUAL {AKRAB_DENGAN: [penghadang], MENYERAHKAN: [beban, hak dan berbagai milik yang dulunya ada pada mendiang, tanggung jawab], MENGALAMI: [perubahan wujud], DITERIMA_SEBAGAI: [warga baru dalam pergaulan alam roh], BERUBAH_DARI_SUKSMA_SARIRA_MENJADI: [tanpa berbadan sama sekali atau atma tattwatma], MEMPEROLEH_DARI: [pendeta], DIBERI: [ampun], MEMPEROLEH: [ayaban upakara diuskamaligi yang bermakna penyucian, kemantapan, kesucian, ketenangan, situasi demikian di alam lain], name: mendiang, MEMEGANG: [jabatan], MEMILIKI: [ikatan erat dengan masyarakat, pertalian intim dengan soal duniawi material, cucu-cucu, keponakan], id: mendiang, DIANGGAP_SEBAGAI: [seseorang yang masih hidup]})","[:BERPAMITAN_KEPADA {raw_relation: BERPAMITAN_KEPADA, sentence_id: 1523, confidence: MED}]","(:Node:BANGUNAN_RITUAL {name: sedahan setra, id: sedahan_setra})"
"(:Node:ISTILAH_UMUM_RITUAL {AKRAB_DENGAN: [penghadang], MENYERAHKAN: [beban, hak dan berbagai milik yang dulunya ada pada mendiang, tanggung jawab], MENGALAMI: [perubahan wujud], DITERIMA_SEBAGAI: [warga baru dalam pergaulan alam roh], BERUBAH_DARI_SUKSMA_SARIRA_MENJADI: [tanpa berbadan sama sekali atau atma tattwatma], MEMPEROLEH_DARI: [pendeta], DIBERI: [ampun], MEMPEROLEH: [ayaban upakara diuskamaligi yang bermakna penyucian, kemantapan, kesucian, ketenangan, situasi demikian di alam lain], name: mendiang, MEMEGANG: [jabatan], MEMILIKI: [ikatan erat dengan masyarakat, pertalian intim dengan soal duniawi material, cucu-cucu, keponakan], id: mendiang, DIANGGAP_SEBAGAI: [seseorang yang masih hidup]})","[:MELAKUKAN {raw_relation: MELAKUKAN, sentence_id: 1523, confidence: MED}]","(:Node:TAHAPAN_UPACARA {name: muspa pamitan, id: muspa_pamitan})"
"(:Node:ISTILAH_UMUM_RITUAL {BAGIAN_DARI: [keluarga sampingan bukan keluarga satu sidikara/saling sembah], name: mendiang keponakan, cucu-cucu, id: mendiang_keponakan_cucu_cucu})",[:TERMASUK_JENIS],"(:Node:ISTILAH_UMUM_RITUAL {AKRAB_DENGAN: [penghadang], MENYERAHKAN: [beban, hak dan berbagai milik yang dulunya ada pada mendiang, tanggung jawab], MENGALAMI: [perubahan wujud], DITERIMA_SEBAGAI: [warga baru dalam pergaulan alam roh], BERUBAH_DARI_SUKSMA_SARIRA_MENJADI: [tanpa berbadan sama sekali atau atma tattwatma], MEMPEROLEH_DARI: [pendeta], DIBERI: [ampun], MEMPEROLEH: [ayaban upakara diuskamaligi yang bermakna penyucian, kemantapan, kesucian, ketenangan, situasi demikian di alam lain], name: mendiang, MEMEGANG: [jabatan], MEMILIKI: [ikatan erat dengan masyarakat, pertalian intim dengan soal duniawi material, cucu-cucu, keponakan], id: mendiang, DIANGGAP_SEBAGAI: [seseorang yang masih hidup]})"
"(:Node:KONSEP_FILOSOFIS:Isolated {name: moksa, definition: kembalinya unsur badan manusia ke asalnya bhuwana agung/pancamahabutha, id: moksa})",null,null
"(:Node:SARANA_RITUAL {DITUJUKAN_UNTUK: [keluarga tertentu saja], name: naga banda, MEMILIKI: [panjang 1.600 depa, makna yang bermacam-macam], definition: boneka naga raksasa, id: naga_banda, DIGUNAKAN_SAAT: [palebon]})","[:DILETAKKAN_DI {raw_relation: DILETAKKAN_DI, sentence_id: 2166, confidence: HIGH}]","(:Node:BANGUNAN_RITUAL {aliases: [ruang bale semanggen], name: bale semanggen, id: bale_semanggen})"
"(:Node:SARANA_RITUAL {DITUJUKAN_UNTUK: [keluarga tertentu saja], name: naga banda, MEMILIKI: [panjang 1.600 depa, makna yang bermacam-macam], definition: boneka naga raksasa, id: naga_banda, DIGUNAKAN_SAAT: [palebon]})","[:BERDAMPINGAN_DENGAN {raw_relation: BERDAMPINGAN_DENGAN, sentence_id: 2166, confidence: MED}]","(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [balai, balai-balai rumah adat], DIALASI_DENGAN: [daun pisang saba], aliases: [jenazah /pengawak, jenazah atau simbolik, jenazah mendiang, jenazah seseorang, samping jenazah], DIMASUKKAN_KE_DALAM: [kepala terlebih dahulu], DITELENTANGKAN_DI: [pembungkus], DISERTAI: [kekidungan, peti di sampingnya], DIMANDIKAN_DI_ATAS: [balai-balai rumah adat], DIBUNGKUS: [tiga lapis], DIPAKAIKAN: [pakaian putih-putih], DIBERI: [sesisir pisang, pakaian seperti layaknya orang masih hidup], DIKUBUR: [segera], DIPINDAHKAN_DARI: [rumah adat], HARUS_DIBIARKAN: [sebentar sebelum dibuka pakaiannya], MENJADI: [sasaran segala kegiatan], id: jenazah, DIHIAS_SEOLAH_OLAH: [pergi menghadiri undangan atau ke pura], MEMAKAI: [cincin, gelang, kalung], DITUTUP_DENGAN: [kain putih dari ujung kepala hingga ujung kaki], DIGULUNG_DENGAN: [kain yang telah dirajah, tikar], DIUSUNG_KE: [tempat penusangan], DIBERSIHKAN_DARI: [hal-hal yang lain, kotoran-kotoran yang telah lama berada pada badan orang yang meninggal], HARUS_MELALUI: [ujung pepaga/asagan yang di teben barat], DIIKAT_DENGAN: [tali ktekung], DIKERINGKAN_DENGAN: [kain kering], DITUTUPI_DENGAN: [kain putih panjang kira-kira 2 sampai 2,5 meter], MENJALANI: [rangkaian upacara lain sebelum dibawa ke setra jika diaben], name: jenazah, DIBAWA_KE: [tempat pemandian, balai-balai, setra untuk segera dikuburkan bukan diaben], DIANGGAP_SEBAGAI: [orang yang masih hidup], DIBARINGKAN: [balai-balai], MENUJU: [bale dari arah teben menuju luanan/hulu], MEMBUJUR_KE: [kepala di utara atau timur]})"
"(:Node:SARANA_RITUAL {DITUJUKAN_UNTUK: [keluarga tertentu saja], name: naga banda, MEMILIKI: [panjang 1.600 depa, makna yang bermacam-macam], definition: boneka naga raksasa, id: naga_banda, DIGUNAKAN_SAAT: [palebon]})","[:DIGUNAKAN_DALAM {raw_relation: DIGUNAKAN_DALAM, sentence_id: 2087, confidence: MED}]","(:Node:RITUAL_KEMATIAN {name: upacara palebon ngaben, id: upacara_palebon_ngaben})"
"(:Node:SARANA_RITUAL {name: naga banda pada palebonnya, id: naga_banda_pada_palebonnya})",[:TERMASUK_JENIS],"(:Node:SARANA_RITUAL {DITUJUKAN_UNTUK: [keluarga tertentu saja], name: naga banda, MEMILIKI: [panjang 1.600 depa, makna yang bermacam-macam], definition: boneka naga raksasa, id: naga_banda, DIGUNAKAN_SAAT: [palebon]})"
"(:Node:TAHAPAN_UPACARA {DILAKUKAN_DENGAN: [memanggil nama almarhum dan mengucapkan kata-kata lemah lembut], name: nanginin, id: nanginin})","[:DILAKUKAN_SEBELUM {raw_relation: DILAKUKAN_SEBELUM, sentence_id: 364, confidence: MED}]","(:Node:ISTILAH_UMUM_RITUAL {name: jenazah diusung ke tempat pemandian, id: jenazah_diusung_ke_tempat_pemandian})"
"(:Node:RITUAL_KEMATIAN {DITEMPUH_DENGAN: [biaya ringan], MEMUPUK: [rasa kebersamaan, rasa kekeluargaan], DIDUKUNG_DENGAN: [sredaning manah atau rasa hati tulus dan ikhlas], BERTUJUAN_POKOK: [merubah jenazah atau benda bekas badan seseorang kembali menjadi pancamahabutha seperti asalnya semula], BERPERAN_SEBAGAI: [ritual yang sangat rigid dan sarat makna], MENJAGA: [harmoni antara manusia, alam, dan sang pencipta], MELAMBANGKAN: [siklus kehidupan, siklus kematian], BERAKAR_PADA: [filosofi pelepasan jiwa (atma) dari ikatan duniawi], BERFUNGSI_SEBAGAI: [mekanisme spiritual pemurnian jiwa, perekat kohesi sosial], name: ngaben, MEMILIKI: [sudut pandang pemaknaan, peran ganda yang saling menguatkan], definition: salah satu yadnya yang paling banyak ragamnya, id: ngaben, BERVARIASI_DALAM: [besar kecilnya biaya, wibawa lahiriah]})","[:MENSYARATKAN {raw_relation: DITUJUKAN_UNTUK, sentence_id: 1409, confidence: MED}]","(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})"
"(:Node:RITUAL_KEMATIAN {DITEMPUH_DENGAN: [biaya ringan], MEMUPUK: [rasa kebersamaan, rasa kekeluargaan], DIDUKUNG_DENGAN: [sredaning manah atau rasa hati tulus dan ikhlas], BERTUJUAN_POKOK: [merubah jenazah atau benda bekas badan seseorang kembali menjadi pancamahabutha seperti asalnya semula], BERPERAN_SEBAGAI: [ritual yang sangat rigid dan sarat makna], MENJAGA: [harmoni antara manusia, alam, dan sang pencipta], MELAMBANGKAN: [siklus kehidupan, siklus kematian], BERAKAR_PADA: [filosofi pelepasan jiwa (atma) dari ikatan duniawi], BERFUNGSI_SEBAGAI: [mekanisme spiritual pemurnian jiwa, perekat kohesi sosial], name: ngaben, MEMILIKI: [sudut pandang pemaknaan, peran ganda yang saling menguatkan], definition: salah satu yadnya yang paling banyak ragamnya, id: ngaben, BERVARIASI_DALAM: [besar kecilnya biaya, wibawa lahiriah]})","[:BAGIAN_DARI {raw_relation: BAGIAN_DARI, sentence_id: 16, confidence: HIGH}]","(:Node:RITUAL {TERDIRI_DARI: [dua kata, beberapa jenis yang pelaksanaannya ber-bhinneka], DITUJUKAN_UNTUK: [leluhur, orangtua], name: pitra yadnya, definition: Upacara suci yang ditujukan bagi leluhur., id: pitra_yadnya})"
"(:Node:RITUAL_KEMATIAN {DITEMPUH_DENGAN: [biaya ringan], MEMUPUK: [rasa kebersamaan, rasa kekeluargaan], DIDUKUNG_DENGAN: [sredaning manah atau rasa hati tulus dan ikhlas], BERTUJUAN_POKOK: [merubah jenazah atau benda bekas badan seseorang kembali menjadi pancamahabutha seperti asalnya semula], BERPERAN_SEBAGAI: [ritual yang sangat rigid dan sarat makna], MENJAGA: [harmoni antara manusia, alam, dan sang pencipta], MELAMBANGKAN: [siklus kehidupan, siklus kematian], BERAKAR_PADA: [filosofi pelepasan jiwa (atma) dari ikatan duniawi], BERFUNGSI_SEBAGAI: [mekanisme spiritual pemurnian jiwa, perekat kohesi sosial], name: ngaben, MEMILIKI: [sudut pandang pemaknaan, peran ganda yang saling menguatkan], definition: salah satu yadnya yang paling banyak ragamnya, id: ngaben, BERVARIASI_DALAM: [besar kecilnya biaya, wibawa lahiriah]})","[:DIKENAL_SEBAGAI {raw_relation: DIKENAL_SEBAGAI, sentence_id: 1256, confidence: HIGH}]","(:Node:RITUAL_KEMATIAN {name: mreteka sawa, id: mreteka_sawa})"
"(:Node:RITUAL_KEMATIAN {DITEMPUH_DENGAN: [biaya ringan], MEMUPUK: [rasa kebersamaan, rasa kekeluargaan], DIDUKUNG_DENGAN: [sredaning manah atau rasa hati tulus dan ikhlas], BERTUJUAN_POKOK: [merubah jenazah atau benda bekas badan seseorang kembali menjadi pancamahabutha seperti asalnya semula], BERPERAN_SEBAGAI: [ritual yang sangat rigid dan sarat makna], MENJAGA: [harmoni antara manusia, alam, dan sang pencipta], MELAMBANGKAN: [siklus kehidupan, siklus kematian], BERAKAR_PADA: [filosofi pelepasan jiwa (atma) dari ikatan duniawi], BERFUNGSI_SEBAGAI: [mekanisme spiritual pemurnian jiwa, perekat kohesi sosial], name: ngaben, MEMILIKI: [sudut pandang pemaknaan, peran ganda yang saling menguatkan], definition: salah satu yadnya yang paling banyak ragamnya, id: ngaben, BERVARIASI_DALAM: [besar kecilnya biaya, wibawa lahiriah]})","[:BERDASARKAN {raw_relation: BERDASARKAN, sentence_id: 197, confidence: HIGH}]","(:Node:KONSEP_HUKUM_ADAT {name: tingkatan upacara, id: tingkatan_upacara})"
"(:Node:RITUAL_KEMATIAN {DITEMPUH_DENGAN: [biaya ringan], MEMUPUK: [rasa kebersamaan, rasa kekeluargaan], DIDUKUNG_DENGAN: [sredaning manah atau rasa hati tulus dan ikhlas], BERTUJUAN_POKOK: [merubah jenazah atau benda bekas badan seseorang kembali menjadi pancamahabutha seperti asalnya semula], BERPERAN_SEBAGAI: [ritual yang sangat rigid dan sarat makna], MENJAGA: [harmoni antara manusia, alam, dan sang pencipta], MELAMBANGKAN: [siklus kehidupan, siklus kematian], BERAKAR_PADA: [filosofi pelepasan jiwa (atma) dari ikatan duniawi], BERFUNGSI_SEBAGAI: [mekanisme spiritual pemurnian jiwa, perekat kohesi sosial], name: ngaben, MEMILIKI: [sudut pandang pemaknaan, peran ganda yang saling menguatkan], definition: salah satu yadnya yang paling banyak ragamnya, id: ngaben, BERVARIASI_DALAM: [besar kecilnya biaya, wibawa lahiriah]})","[:ADALAH {raw_relation: ADALAH, sentence_id: 1253, confidence: HIGH}]","(:Node:RITUAL_KEMATIAN {name: malebuang, id: malebuang})"
"(:Node:RITUAL_KEMATIAN {DITEMPUH_DENGAN: [biaya ringan], MEMUPUK: [rasa kebersamaan, rasa kekeluargaan], DIDUKUNG_DENGAN: [sredaning manah atau rasa hati tulus dan ikhlas], BERTUJUAN_POKOK: [merubah jenazah atau benda bekas badan seseorang kembali menjadi pancamahabutha seperti asalnya semula], BERPERAN_SEBAGAI: [ritual yang sangat rigid dan sarat makna], MENJAGA: [harmoni antara manusia, alam, dan sang pencipta], MELAMBANGKAN: [siklus kehidupan, siklus kematian], BERAKAR_PADA: [filosofi pelepasan jiwa (atma) dari ikatan duniawi], BERFUNGSI_SEBAGAI: [mekanisme spiritual pemurnian jiwa, perekat kohesi sosial], name: ngaben, MEMILIKI: [sudut pandang pemaknaan, peran ganda yang saling menguatkan], definition: salah satu yadnya yang paling banyak ragamnya, id: ngaben, BERVARIASI_DALAM: [besar kecilnya biaya, wibawa lahiriah]})","[:ADALAH {raw_relation: ADALAH, sentence_id: 1253, confidence: HIGH}]","(:Node:RITUAL_KEMATIAN {name: atiwa-tiwa, id: atiwa_tiwa})"
"(:Node:RITUAL_KEMATIAN {DITEMPUH_DENGAN: [biaya ringan], MEMUPUK: [rasa kebersamaan, rasa kekeluargaan], DIDUKUNG_DENGAN: [sredaning manah atau rasa hati tulus dan ikhlas], BERTUJUAN_POKOK: [merubah jenazah atau benda bekas badan seseorang kembali menjadi pancamahabutha seperti asalnya semula], BERPERAN_SEBAGAI: [ritual yang sangat rigid dan sarat makna], MENJAGA: [harmoni antara manusia, alam, dan sang pencipta], MELAMBANGKAN: [siklus kehidupan, siklus kematian], BERAKAR_PADA: [filosofi pelepasan jiwa (atma) dari ikatan duniawi], BERFUNGSI_SEBAGAI: [mekanisme spiritual pemurnian jiwa, perekat kohesi sosial], name: ngaben, MEMILIKI: [sudut pandang pemaknaan, peran ganda yang saling menguatkan], definition: salah satu yadnya yang paling banyak ragamnya, id: ngaben, BERVARIASI_DALAM: [besar kecilnya biaya, wibawa lahiriah]})","[:BERTUJUAN_UNTUK {raw_relation: BERTUJUAN_UNTUK, sentence_id: 1016, confidence: MED}]","(:Node:ISTILAH_UMUM_RITUAL {name: memusnahkan segenap jasad sawa sehalus-halusnya, id: memusnahkan_segenap_jasad_sawa_sehalus_halusnya})"
"(:Node:RITUAL_KEMATIAN {name: ngaben dalam hal sifat sebel, id: ngaben_dalam_hal_sifat_sebel})",[:TERMASUK_JENIS],"(:Node:RITUAL_KEMATIAN {DITEMPUH_DENGAN: [biaya ringan], MEMUPUK: [rasa kebersamaan, rasa kekeluargaan], DIDUKUNG_DENGAN: [sredaning manah atau rasa hati tulus dan ikhlas], BERTUJUAN_POKOK: [merubah jenazah atau benda bekas badan seseorang kembali menjadi pancamahabutha seperti asalnya semula], BERPERAN_SEBAGAI: [ritual yang sangat rigid dan sarat makna], MENJAGA: [harmoni antara manusia, alam, dan sang pencipta], MELAMBANGKAN: [siklus kehidupan, siklus kematian], BERAKAR_PADA: [filosofi pelepasan jiwa (atma) dari ikatan duniawi], BERFUNGSI_SEBAGAI: [mekanisme spiritual pemurnian jiwa, perekat kohesi sosial], name: ngaben, MEMILIKI: [sudut pandang pemaknaan, peran ganda yang saling menguatkan], definition: salah satu yadnya yang paling banyak ragamnya, id: ngaben, BERVARIASI_DALAM: [besar kecilnya biaya, wibawa lahiriah]})"
"(:Node:RITUAL_KEMATIAN {name: ngaben massal, definition: pelaksanaan kolektif untuk efisiensi biaya dan tenaga tanpa mengurangi nilai sakralitas nya, id: ngaben_massal})",[:TERMASUK_JENIS],"(:Node:RITUAL_KEMATIAN {DITEMPUH_DENGAN: [biaya ringan], MEMUPUK: [rasa kebersamaan, rasa kekeluargaan], DIDUKUNG_DENGAN: [sredaning manah atau rasa hati tulus dan ikhlas], BERTUJUAN_POKOK: [merubah jenazah atau benda bekas badan seseorang kembali menjadi pancamahabutha seperti asalnya semula], BERPERAN_SEBAGAI: [ritual yang sangat rigid dan sarat makna], MENJAGA: [harmoni antara manusia, alam, dan sang pencipta], MELAMBANGKAN: [siklus kehidupan, siklus kematian], BERAKAR_PADA: [filosofi pelepasan jiwa (atma) dari ikatan duniawi], BERFUNGSI_SEBAGAI: [mekanisme spiritual pemurnian jiwa, perekat kohesi sosial], name: ngaben, MEMILIKI: [sudut pandang pemaknaan, peran ganda yang saling menguatkan], definition: salah satu yadnya yang paling banyak ragamnya, id: ngaben, BERVARIASI_DALAM: [besar kecilnya biaya, wibawa lahiriah]})"
